REF_AREA,Reference area,TIME_PERIOD,OBS_VALUE
TUR,Türkiye,1990,1866.0
TUR,Türkiye,1991,1870.0
TUR,Türkiye,1992,1897.0
TUR,Türkiye,1993,1917.0
TUR,Türkiye,1994,1886.0
TUR,Türkiye,1995,1876.0
TUR,Türkiye,1996,1892.0
TUR,Türkiye,1997,1878.0
TUR,Türkiye,1998,1884.0
TUR,Türkiye,1999,1925.0
TUR,Türkiye,2000,1937.0
TUR,Türkiye,2001,1942.0
TUR,Türkiye,2002,1943.0
TUR,Türkiye,2003,1943.0
TUR,Türkiye,2004,1918.0
TUR,Türkiye,2005,1936.0
TUR,Türkiye,2006,1944.0
TUR,Türkiye,2007,1911.0
TUR,Türkiye,2008,1900.0
TUR,Türkiye,2009,1881.0
TUR,Türkiye,2010,1877.0
TUR,Türkiye,2011,1864.0
TUR,Türkiye,2012,1855.0
TUR,Türkiye,2013,1832.0
RUS,Russia,1992,1933.0
RUS,Russia,1993,1939.0
RUS,Russia,1994,1895.0
RUS,Russia,1995,1891.0
RUS,Russia,1996,1894.0
RUS,Russia,1997,1951.0
RUS,Russia,1998,1946.0
RUS,Russia,1999,1964.0
RUS,Russia,2000,1982.0
RUS,Russia,2001,1980.0
RUS,Russia,2002,1982.0
RUS,Russia,2003,1993.0
RUS,Russia,2004,1993.0
RUS,Russia,2005,1989.0
RUS,Russia,2006,1998.0
RUS,Russia,2007,1999.0
RUS,Russia,2008,1997.0
RUS,Russia,2009,1974.0
RUS,Russia,2010,1976.0
RUS,Russia,2011,1979.0
RUS,Russia,2012,1982.0
RUS,Russia,2013,1980.0
RUS,Russia,2014,1985.0
RUS,Russia,2015,1978.0
RUS,Russia,2016,1974.0
RUS,Russia,2017,1979.0
RUS,Russia,2018,1970.0
RUS,Russia,2019,1965.0
RUS,Russia,2020,1874.0
NZL,New Zealand,1986,1834.0
NZL,New Zealand,1987,1838.0
NZL,New Zealand,1988,1829.0
NZL,New Zealand,1989,1820.0
NZL,New Zealand,1990,1809.0
NZL,New Zealand,1991,1792.0
NZL,New Zealand,1992,1799.0
NZL,New Zealand,1993,1853.0
NZL,New Zealand,1994,1848.0
NZL,New Zealand,1995,1841.0
NZL,New Zealand,1996,1834.0
NZL,New Zealand,1997,1826.0
NZL,New Zealand,1998,1829.0
NZL,New Zealand,1999,1845.0
NZL,New Zealand,2000,1836.0
NZL,New Zealand,2001,1825.0
NZL,New Zealand,2002,1826.0
NZL,New Zealand,2003,1823.0
NZL,New Zealand,2004,1830.0
NZL,New Zealand,2005,1815.0
NZL,New Zealand,2006,1795.0
NZL,New Zealand,2007,1774.0
NZL,New Zealand,2008,1761.0
NZL,New Zealand,2009,1740.0
NZL,New Zealand,2010,1755.0
NZL,New Zealand,2011,1746.0
NZL,New Zealand,2012,1734.0
NZL,New Zealand,2013,1756.0
NZL,New Zealand,2014,1758.0
NZL,New Zealand,2015,1753.0
NZL,New Zealand,2016,1754.0
NZL,New Zealand,2017,1756.0
NZL,New Zealand,2018,1759.0
NZL,New Zealand,2019,1783.0
NZL,New Zealand,2020,1739.0
NZL,New Zealand,2021,1730.0
NZL,New Zealand,2022,1748.0
FRA,France,1950,2351.0
FRA,France,1951,2360.0
FRA,France,1952,2339.0
FRA,France,1953,2313.0
FRA,France,1954,2316.0
FRA,France,1955,2292.0
FRA,France,1956,2236.0
FRA,France,1957,2200.0
FRA,France,1958,2179.0
FRA,France,1959,2179.0
FRA,France,1960,2188.0
FRA,France,1961,2165.0
FRA,France,1962,2178.0
FRA,France,1963,2159.0
FRA,France,1964,2166.0
FRA,France,1965,2153.0
FRA,France,1966,2145.0
FRA,France,1967,2110.0
FRA,France,1968,2087.0
FRA,France,1969,2012.0
FRA,France,1970,1993.0
FRA,France,1971,1990.0
FRA,France,1972,1937.0
FRA,France,1973,1920.0
FRA,France,1974,1888.0
FRA,France,1975,1863.0
FRA,France,1976,1889.0
FRA,France,1977,1850.0
FRA,France,1978,1819.0
FRA,France,1979,1816.0
FRA,France,1980,1806.0
FRA,France,1981,1786.0
FRA,France,1982,1714.0
FRA,France,1983,1696.0
FRA,France,1984,1690.0
FRA,France,1985,1654.0
FRA,France,1986,1648.0
FRA,France,1987,1659.0
FRA,France,1988,1667.0
FRA,France,1989,1651.0
CAN,Canada,1961,2059.0
CAN,Canada,1962,2058.0
CAN,Canada,1963,2041.0
CAN,Canada,1964,2033.0
CAN,Canada,1965,2016.0
CAN,Canada,1966,2001.0
CAN,Canada,1967,1993.0
CAN,Canada,1968,1958.0
CAN,Canada,1969,1943.0
CAN,Canada,1970,1925.0
CAN,Canada,1971,1912.0
CAN,Canada,1972,1904.0
CAN,Canada,1973,1898.0
CAN,Canada,1974,1891.0
CAN,Canada,1975,1872.0
CAN,Canada,1976,1862.0
CAN,Canada,1977,1834.0
CAN,Canada,1978,1836.0
CAN,Canada,1979,1841.0
CAN,Canada,1980,1827.0
CAN,Canada,1981,1812.0
CAN,Canada,1982,1789.0
CAN,Canada,1983,1779.0
CAN,Canada,1984,1789.0
CAN,Canada,1985,1795.0
CAN,Canada,1986,1797.0
CAN,Canada,1987,1807.0
CAN,Canada,1988,1808.0
CAN,Canada,1989,1802.0
CAN,Canada,1990,1797.0
CAN,Canada,1991,1775.0
CAN,Canada,1992,1772.0
CAN,Canada,1993,1769.0
CAN,Canada,1994,1778.0
CAN,Canada,1995,1775.0
CAN,Canada,1996,1790.0
CAN,Canada,1997,1802.0
CAN,Canada,1998,1797.0
CAN,Canada,1999,1795.0
CAN,Canada,2000,1789.0
CAN,Canada,2001,1775.0
CAN,Canada,2002,1757.0
CAN,Canada,2003,1747.0
CAN,Canada,2004,1757.0
CAN,Canada,2005,1747.0
CAN,Canada,2006,1745.0
CAN,Canada,2007,1745.0
CAN,Canada,2008,1742.0
CAN,Canada,2009,1710.0
CAN,Canada,2010,1715.0
CAN,Canada,2011,1711.0
CAN,Canada,2012,1721.0
CAN,Canada,2013,1714.0
CAN,Canada,2014,1709.0
CAN,Canada,2015,1710.0
AUS,Australia,1995,1786.0
AUS,Australia,1996,1781.0
AUS,Australia,1997,1778.0
AUS,Australia,1998,1764.0
AUS,Australia,1999,1768.0
AUS,Australia,2000,1767.0
AUS,Australia,2001,1736.0
AUS,Australia,2002,1728.0
AUS,Australia,2003,1723.0
AUS,Australia,2004,1721.0
AUS,Australia,2005,1719.0
AUS,Australia,2006,1709.0
AUS,Australia,2007,1709.0
AUS,Australia,2008,1709.0
AUS,Australia,2009,1681.0
AUS,Australia,2013,1680.0
AUS,Australia,2014,1672.0
AUS,Australia,2015,1670.0
AUS,Australia,2019,1651.0
CHL,Chile,2015,1999.0
CHL,Chile,2016,1983.0
CHL,Chile,2017,1968.0
CHL,Chile,2018,1961.0
CHL,Chile,2019,1940.0
CHL,Chile,2020,1828.0
CHL,Chile,2021,1921.0
CHL,Chile,2022,1966.0
COL,Colombia,1995,2364.0
COL,Colombia,1996,2358.0
COL,Colombia,1997,2352.0
COL,Colombia,1998,2347.0
COL,Colombia,1999,2347.0
COL,Colombia,2000,2347.0
COL,Colombia,2001,2347.0
COL,Colombia,2002,2438.0
COL,Colombia,2003,2419.0
COL,Colombia,2004,2404.0
COL,Colombia,2005,2416.0
COL,Colombia,2006,2445.0
COL,Colombia,2007,2473.0
COL,Colombia,2008,2503.0
COL,Colombia,2009,2461.0
COL,Colombia,2010,2454.0
COL,Colombia,2011,2435.0
COL,Colombia,2012,2420.0
COL,Colombia,2013,2413.0
COL,Colombia,2014,2405.0
DEU,Germany,1973,1877.0
IRL,Ireland,2011,1668.0
IRL,Ireland,2012,1663.0
IRL,Ireland,2019,1742.0
LUX,Luxembourg,1995,1615.0
LUX,Luxembourg,1996,1593.0
LUX,Luxembourg,1997,1600.0
LUX,Luxembourg,1999,1598.0
LUX,Luxembourg,2000,1605.0
LUX,Luxembourg,2001,1593.0
LUX,Luxembourg,2002,1588.0
LUX,Luxembourg,2003,1586.0
LUX,Luxembourg,2004,1586.0
LUX,Luxembourg,2006,1567.0
LUX,Luxembourg,2007,1581.0
LUX,Luxembourg,2008,1581.0
LUX,Luxembourg,2009,1518.0
LUX,Luxembourg,2010,1521.0
LUX,Luxembourg,2012,1514.0
LUX,Luxembourg,2013,1506.0
LUX,Luxembourg,2014,1512.0
LUX,Luxembourg,2015,1519.0
LUX,Luxembourg,2016,1518.0
LUX,Luxembourg,2017,1508.0
LUX,Luxembourg,2018,1499.0
LUX,Luxembourg,2019,1493.0
NLD,Netherlands,1970,1809.0
NLD,Netherlands,1971,1777.0
NLD,Netherlands,1972,1775.0
NLD,Netherlands,1973,1749.0
NLD,Netherlands,1974,1696.0
NLD,Netherlands,1975,1644.0
NLD,Netherlands,1976,1628.0
NLD,Netherlands,1978,1580.0
NOR,Norway,1995,1479.0
NOR,Norway,1996,1474.0
NOR,Norway,1997,1468.0
NOR,Norway,1998,1467.0
NOR,Norway,1999,1465.0
NOR,Norway,2000,1448.0
NOR,Norway,2001,1424.0
NOR,Norway,2002,1412.0
NOR,Norway,2003,1401.0
NOR,Norway,2004,1423.0
NOR,Norway,2005,1429.0
NOR,Norway,2006,1426.0
NOR,Norway,2007,1438.0
NOR,Norway,2008,1443.0
NOR,Norway,2009,1422.0
NOR,Norway,2010,1430.0
NOR,Norway,2011,1435.0
NOR,Norway,2012,1431.0
NOR,Norway,2013,1421.0
NOR,Norway,2014,1424.0
NOR,Norway,2015,1427.0
NOR,Norway,2016,1430.0
NOR,Norway,2017,1419.0
NOR,Norway,2018,1419.0
NOR,Norway,2019,1419.0
NOR,Norway,2020,1410.0
NOR,Norway,2021,1426.0
SVK,Slovak Republic,1995,1853.0
SVK,Slovak Republic,1996,1820.0
SVK,Slovak Republic,1997,1830.0
SVK,Slovak Republic,1998,1822.0
SVK,Slovak Republic,1999,1816.0
SVK,Slovak Republic,2000,1816.0
SVK,Slovak Republic,2001,1801.0
SVK,Slovak Republic,2002,1754.0
SVK,Slovak Republic,2003,1698.0
SVK,Slovak Republic,2004,1742.0
SVK,Slovak Republic,2005,1769.0
SVK,Slovak Republic,2006,1774.0
SVK,Slovak Republic,2007,1791.0
SVK,Slovak Republic,2008,1793.0
SVK,Slovak Republic,2009,1780.0
SVK,Slovak Republic,2010,1805.0
SVK,Slovak Republic,2011,1793.0
SVK,Slovak Republic,2012,1789.0
SVK,Slovak Republic,2013,1772.0
SVK,Slovak Republic,2014,1760.0
SVK,Slovak Republic,2015,1754.0
SVK,Slovak Republic,2016,1740.0
SVK,Slovak Republic,2017,1714.0
SVK,Slovak Republic,2018,1704.0
SVK,Slovak Republic,2019,1692.0
SVK,Slovak Republic,2020,1572.0
SVN,Slovenia,1995,1756.0
SVN,Slovenia,1996,1728.0
SVN,Slovenia,1997,1715.0
SVN,Slovenia,1998,1728.0
SVN,Slovenia,1999,1730.0
SVN,Slovenia,2000,1710.0
SVN,Slovenia,2001,1696.0
SVN,Slovenia,2002,1720.0
SVN,Slovenia,2004,1737.0
SVN,Slovenia,2005,1697.0
SVN,Slovenia,2006,1667.0
SVN,Slovenia,2007,1655.0
SVN,Slovenia,2008,1673.0
SVN,Slovenia,2009,1679.0
SVN,Slovenia,2010,1680.0
SVN,Slovenia,2011,1663.0
SVN,Slovenia,2012,1644.0
SVN,Slovenia,2013,1662.0
SVN,Slovenia,2014,1682.0
SVN,Slovenia,2015,1687.0
SVN,Slovenia,2016,1652.0
SVN,Slovenia,2017,1622.0
SVN,Slovenia,2018,1603.0
SVN,Slovenia,2019,1601.0
SVN,Slovenia,2022,1610.0
BGR,Bulgaria,1995,1711.0
BGR,Bulgaria,1996,1708.0
BGR,Bulgaria,1997,1707.0
BGR,Bulgaria,1998,1650.0
BGR,Bulgaria,1999,1670.0
BGR,Bulgaria,2000,1640.0
BGR,Bulgaria,2001,1652.0
BGR,Bulgaria,2002,1651.0
BGR,Bulgaria,2003,1641.0
BGR,Bulgaria,2004,1664.0
BGR,Bulgaria,2005,1659.0
BGR,Bulgaria,2006,1654.0
BGR,Bulgaria,2007,1655.0
HRV,Croatia,1995,1923.0
HRV,Croatia,1996,1923.0
HRV,Croatia,1997,1923.0
HRV,Croatia,1998,1923.0
HRV,Croatia,1999,1923.0
HRV,Croatia,2000,1922.0
HRV,Croatia,2001,1923.0
HRV,Croatia,2002,1923.0
HRV,Croatia,2003,1924.0
HRV,Croatia,2004,1926.0
HRV,Croatia,2005,1926.0
HRV,Croatia,2006,1928.0
HRV,Croatia,2007,1930.0
CYP,Cyprus,1995,1900.0
CYP,Cyprus,1996,1899.0
CYP,Cyprus,1997,1906.0
CYP,Cyprus,1998,1913.0
CYP,Cyprus,1999,1920.0
CYP,Cyprus,2000,1926.0
CYP,Cyprus,2001,1951.0
CYP,Cyprus,2002,1923.0
CYP,Cyprus,2003,1916.0
CYP,Cyprus,2004,1879.0
CYP,Cyprus,2005,1847.0
CYP,Cyprus,2006,1833.0
CYP,Cyprus,2007,1862.0
MLT,Malta,1995,2092.0
MLT,Malta,1996,2119.0
MLT,Malta,1997,2142.0
MLT,Malta,1998,2164.0
MLT,Malta,1999,2183.0
MLT,Malta,2005,2167.0
MLT,Malta,2006,2175.0
MLT,Malta,2007,2171.0
ITA,Italy,1995,1832.5
